run_index,temperature,timestamp,model,tag_1,tag_2,tag_3,tag_set,summary,summary_word_count,reviewer_changed,latency_ms,total_tokens
14,0.7,2026-08-30T21:54:56-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,"Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination, risking allergic reactions.",15,True,13453.4,781
15,0.7,2026-08-30T21:55:07-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,11154.4,759
16,0.7,2026-08-30T21:55:18-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter due to potential milk contamination posing allergy risks.,14,True,11130.7,756
17,0.7,2026-08-30T21:55:30-07:00,qwen3:8b,peanut butter,milk allergy,product recall,milk allergy | peanut butter | product recall,"Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination, risking allergic reactions in sensitive consumers.",18,False,11724.6,771
18,0.7,2026-08-30T21:55:41-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,11122.1,759
19,0.7,2026-08-30T21:55:54-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,"Sunrise Valley Foods recalls peanut butter jars over potential milk contamination, risking allergic reactions.",14,True,12760.4,780
20,0.7,2026-08-30T21:56:07-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,12547.2,769
1,0.0,2026-08-30T21:56:17-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,10639.3,759
2,0.0,2026-08-30T21:56:28-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,10598.4,759
3,0.0,2026-08-30T21:56:39-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,10590.4,759
4,0.0,2026-08-30T21:56:49-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,10775.0,759
5,0.0,2026-08-30T21:57:01-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,12019.7,759
6,0.0,2026-08-30T21:57:12-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,10789.1,759
7,0.0,2026-08-30T21:57:29-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,16814.2,759
8,0.0,2026-08-30T21:57:41-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,11543.3,759
9,0.0,2026-08-30T21:57:53-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,11818.7,759
10,0.0,2026-08-30T21:58:29-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,36294.4,759
11,0.0,2026-08-30T21:58:51-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,22251.3,759
12,0.0,2026-08-30T21:59:12-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,20709.8,759
13,0.0,2026-08-30T21:59:35-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,22856.3,759
14,0.0,2026-08-30T21:59:59-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,23998.2,759
15,0.0,2026-08-30T22:00:29-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,30359.4,759
16,0.0,2026-08-30T22:00:43-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,13508.7,759
17,0.0,2026-08-30T22:00:55-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,11788.6,759
18,0.0,2026-08-30T22:01:07-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,12762.4,759
19,0.0,2026-08-30T22:01:20-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,12616.7,759
20,0.0,2026-08-30T22:01:32-07:00,qwen3:8b,peanut butter,milk contamination,product recall,milk contamination | peanut butter | product recall,Sunrise Valley Foods recalls peanut butter jars due to potential milk contamination posing allergy risks.,15,True,12377.6,759
