experiment,run_index,case_id,started_at,outcome,status,turn_count,turn_ceiling,planner_attempts,reviewer_attempts,llm_calls,latency_ms,input_tokens,output_tokens,model,temperature,tags,summary,summary_word_count,first_validation_error
schema30,21,schema_input,2026-09-11T12:13:19-07:00,valid first attempt,complete,2,10,1,1,2,17374.3,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
schema30,22,schema_input,2026-09-11T12:13:36-07:00,valid first attempt,complete,2,10,1,1,2,11190.7,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
schema30,23,schema_input,2026-09-11T12:13:48-07:00,valid first attempt,complete,2,10,1,1,2,13496.2,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
schema30,24,schema_input,2026-09-11T12:14:01-07:00,valid first attempt,complete,2,10,1,1,2,10457.4,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
schema30,25,schema_input,2026-09-11T12:14:12-07:00,valid first attempt,complete,2,10,1,1,2,12831.8,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
schema30,26,schema_input,2026-09-11T12:14:25-07:00,valid first attempt,complete,2,10,1,1,2,18008.6,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
schema30,27,schema_input,2026-09-11T12:14:43-07:00,valid first attempt,complete,2,10,1,1,2,10185.9,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
schema30,28,schema_input,2026-09-11T12:14:53-07:00,valid first attempt,complete,2,10,1,1,2,9765.6,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
schema30,29,schema_input,2026-09-11T12:15:03-07:00,valid first attempt,complete,2,10,1,1,2,14927.8,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
schema30,30,schema_input,2026-09-11T12:15:18-07:00,valid first attempt,complete,2,10,1,1,2,9298.3,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,1,schema_input,2026-09-11T12:15:27-07:00,valid first attempt,complete,2,2,1,1,2,10854.8,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,2,schema_input,2026-09-11T12:15:38-07:00,valid first attempt,complete,2,2,1,1,2,18538.6,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,3,schema_input,2026-09-11T12:15:57-07:00,valid first attempt,complete,2,2,1,1,2,11805.4,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,4,schema_input,2026-09-11T12:16:09-07:00,valid first attempt,complete,2,2,1,1,2,14531.7,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,5,schema_input,2026-09-11T12:16:23-07:00,valid first attempt,complete,2,2,1,1,2,10070.1,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,6,schema_input,2026-09-11T12:16:34-07:00,valid first attempt,complete,2,2,1,1,2,10995.6,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,7,schema_input,2026-09-11T12:16:45-07:00,valid first attempt,complete,2,2,1,1,2,8079.2,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,8,schema_input,2026-09-11T12:16:53-07:00,valid first attempt,complete,2,2,1,1,2,10499.7,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,9,schema_input,2026-09-11T12:17:03-07:00,valid first attempt,complete,2,2,1,1,2,16548.5,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,10,schema_input,2026-09-11T12:17:20-07:00,valid first attempt,complete,2,2,1,1,2,33509.8,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,11,schema_input,2026-09-11T12:17:54-07:00,valid first attempt,complete,2,2,1,1,2,18537.8,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,12,schema_input,2026-09-11T12:18:12-07:00,valid first attempt,complete,2,2,1,1,2,18597.3,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,13,schema_input,2026-09-11T12:18:31-07:00,valid first attempt,complete,2,2,1,1,2,11155.1,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,14,schema_input,2026-09-11T12:18:42-07:00,valid first attempt,complete,2,2,1,1,2,11083.0,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,15,schema_input,2026-09-11T12:18:54-07:00,valid first attempt,complete,2,2,1,1,2,10509.9,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,16,schema_input,2026-09-11T12:19:04-07:00,valid first attempt,complete,2,2,1,1,2,16344.5,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,17,schema_input,2026-09-11T12:19:21-07:00,valid first attempt,complete,2,2,1,1,2,9690.2,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,18,schema_input,2026-09-11T12:19:30-07:00,valid first attempt,complete,2,2,1,1,2,9475.8,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,19,schema_input,2026-09-11T12:19:40-07:00,valid first attempt,complete,2,2,1,1,2,16828.3,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling2,20,schema_input,2026-09-11T12:19:57-07:00,valid first attempt,complete,2,2,1,1,2,11171.3,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,1,schema_input,2026-09-11T12:20:08-07:00,valid first attempt,complete,2,10,1,1,2,12727.6,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,2,schema_input,2026-09-11T12:20:21-07:00,valid first attempt,complete,2,10,1,1,2,9047.2,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,3,schema_input,2026-09-11T12:20:30-07:00,valid first attempt,complete,2,10,1,1,2,16725.1,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,4,schema_input,2026-09-11T12:20:47-07:00,valid first attempt,complete,2,10,1,1,2,25181.2,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,5,schema_input,2026-09-11T12:21:12-07:00,valid first attempt,complete,2,10,1,1,2,15925.4,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,6,schema_input,2026-09-11T12:21:28-07:00,valid first attempt,complete,2,10,1,1,2,12348.2,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,7,schema_input,2026-09-11T12:21:41-07:00,valid first attempt,complete,2,10,1,1,2,10539.2,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,8,schema_input,2026-09-11T12:21:52-07:00,valid first attempt,complete,2,10,1,1,2,13311.6,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,9,schema_input,2026-09-11T12:22:05-07:00,valid first attempt,complete,2,10,1,1,2,24199.9,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,10,schema_input,2026-09-11T12:22:29-07:00,valid first attempt,complete,2,10,1,1,2,13042.1,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,11,schema_input,2026-09-11T12:22:43-07:00,valid first attempt,complete,2,10,1,1,2,58305.5,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,12,schema_input,2026-09-11T12:23:41-07:00,valid first attempt,complete,2,10,1,1,2,31445.7,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,13,schema_input,2026-09-11T12:24:13-07:00,valid first attempt,complete,2,10,1,1,2,34655.1,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,14,schema_input,2026-09-11T12:24:48-07:00,valid first attempt,complete,2,10,1,1,2,26126.8,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,15,schema_input,2026-09-11T12:25:14-07:00,valid first attempt,complete,2,10,1,1,2,20207.3,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,16,schema_input,2026-09-11T12:25:35-07:00,valid first attempt,complete,2,10,1,1,2,10877.3,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,17,schema_input,2026-09-11T12:25:46-07:00,valid first attempt,complete,2,10,1,1,2,10636.1,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,18,schema_input,2026-09-11T12:25:56-07:00,valid first attempt,complete,2,10,1,1,2,11813.7,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,19,schema_input,2026-09-11T12:26:08-07:00,valid first attempt,complete,2,10,1,1,2,16669.0,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
ceiling10,20,schema_input,2026-09-11T12:26:25-07:00,valid first attempt,complete,2,10,1,1,2,9567.2,638,65,qwen3:8b,0.0,peanut butter | milk allergy | product recall,sunrise valley foods recalls creamy peanut butter due to potential milk contamination posing risk to milk allergic consumers.,18,
adversarial,1,adversarial_input,2026-09-11T12:26:35-07:00,hit turn ceiling,abandoned,11,10,6,4,10,110873.7,6727,606,qwen3:8b,0.0,hydrolyzed-vegetable-protein | chicken-wild-rice-soup | product-recall,"Northgate Provisions is recalling 32 oz institutional tubs of seasoning blend and soup concentrate due to undeclared allergens, potential listeria contamination, and metal fragments.",24,"tags: Value error, tag 'hydrolyzedvegetableproteinseasoning' is 35 characters; each tag must be 3-30 characters"
adversarial,2,adversarial_input,2026-09-11T12:28:26-07:00,hit turn ceiling,abandoned,11,10,6,4,10,90010.2,6727,606,qwen3:8b,0.0,hydrolyzed-vegetable-protein | chicken-wild-rice-soup | product-recall,"Northgate Provisions is recalling 32 oz institutional tubs of seasoning blend and soup concentrate due to undeclared allergens, potential listeria contamination, and metal fragments.",24,"tags: Value error, tag 'hydrolyzedvegetableproteinseasoning' is 35 characters; each tag must be 3-30 characters"
adversarial,3,adversarial_input,2026-09-11T12:29:56-07:00,hit turn ceiling,abandoned,11,10,6,4,10,97158.7,6727,606,qwen3:8b,0.0,hydrolyzed-vegetable-protein | chicken-wild-rice-soup | product-recall,"Northgate Provisions is recalling 32 oz institutional tubs of seasoning blend and soup concentrate due to undeclared allergens, potential listeria contamination, and metal fragments.",24,"tags: Value error, tag 'hydrolyzedvegetableproteinseasoning' is 35 characters; each tag must be 3-30 characters"
adversarial,4,adversarial_input,2026-09-11T12:31:33-07:00,hit turn ceiling,abandoned,11,10,6,4,10,89706.0,6727,606,qwen3:8b,0.0,hydrolyzed-vegetable-protein | chicken-wild-rice-soup | product-recall,"Northgate Provisions is recalling 32 oz institutional tubs of seasoning blend and soup concentrate due to undeclared allergens, potential listeria contamination, and metal fragments.",24,"tags: Value error, tag 'hydrolyzedvegetableproteinseasoning' is 35 characters; each tag must be 3-30 characters"
adversarial,5,adversarial_input,2026-09-11T12:33:03-07:00,hit turn ceiling,abandoned,11,10,6,4,10,87538.2,6727,606,qwen3:8b,0.0,hydrolyzed-vegetable-protein | chicken-wild-rice-soup | product-recall,"Northgate Provisions is recalling 32 oz institutional tubs of seasoning blend and soup concentrate due to undeclared allergens, potential listeria contamination, and metal fragments.",24,"tags: Value error, tag 'hydrolyzedvegetableproteinseasoning' is 35 characters; each tag must be 3-30 characters"
